#Transcript position	Transcript coverage profile
0.0	0.18953993197966726
1.0	0.04648043759843768
2.0	0.027970222785057407
3.0	0.011772086465566198
4.0	0.01615915679448348
5.0	0.04134317438548558
6.0	0.03454038566954094
7.0	0.061707696167751735
8.0	0.020372943564105604
9.0	0.01813875740478457
10.0	0.02128682167627758
11.0	0.023009194595333283
12.0	0.06238591787166654
13.0	0.03582094120944816
14.0	0.06353115608068637
15.0	0.02051386349312374
16.0	0.01509817895306912
17.0	0.050577102757348724
18.0	0.049265956929144636
19.0	0.024834791287339942
20.0	0.029055326688418807
21.0	0.019381696647521214
22.0	0.02202456835781714
23.0	0.01953884294351042
24.0	0.023330207703611536
25.0	0.046917349053509916
26.0	0.014883490801951445
27.0	0.02653336690749754
28.0	0.014932213965853102
29.0	0.052067607300792546
30.0	0.015213490908256891
31.0	0.046009578971315954
32.0	0.016680193188305655
33.0	0.006425577854149283
34.0	0.026719202583460656
35.0	0.048023737740722564
36.0	0.023017690784879065
37.0	0.014913873793937514
38.0	0.005046257359125316
39.0	0.013948485781644766
40.0	0.021778069051336665
41.0	0.028301277072364992
42.0	0.015307258288713203
43.0	0.008170284709578986
44.0	0.012095751505276673
45.0	0.004096067698542672
46.0	0.0
47.0	0.0038582980516236065
48.0	0.022971970600090888
49.0	0.01057476729879547
50.0	0.022652310853815305
51.0	0.008003650414929106
52.0	0.011270369708344505
53.0	0.01663698420943616
54.0	0.014683694057116597
55.0	0.015014473195268975
56.0	0.017339118740035124
57.0	0.009498414086351062
58.0	0.0013920665649810315
59.0	0.03316130010072906
60.0	0.014315545382360403
61.0	0.01386987510507269
62.0	0.007162573047679192
63.0	0.010528555559905003
64.0	0.004192566811518202
65.0	0.01603570277898625
66.0	0.020104886758228732
67.0	0.007918502084689881
68.0	0.027274925925354854
69.0	0.020997697378031994
70.0	0.02463003323751657
71.0	0.008686853785493854
72.0	0.011248291771492116
73.0	0.011263957375867144
74.0	0.026443177268968714
75.0	0.02010358171126127
76.0	0.022325784324223157
77.0	0.00552807991075718
78.0	0.0
79.0	0.012110310743977901
80.0	0.0062619399465074005
81.0	0.0195022002217518
82.0	0.026429805329442384
83.0	0.017988308032908573
84.0	0.023088783204459215
85.0	0.028081525052013688
86.0	0.010849904344569469
87.0	0.009593298045289338
88.0	0.0038043478260869567
89.0	0.00819678140694307
90.0	0.02613838984233547
91.0	0.03058287151350409
92.0	0.02167151607848037
93.0	0.06615771113025248
94.0	0.012261018882288234
95.0	0.024949034474697256
96.0	0.01826432041761105
97.0	0.03590637232031536
98.0	0.03454103140461485
99.0	0.015598982327170389
