#Transcript position	Transcript coverage profile
0.0	0.1586769400146084
1.0	0.01535017008112236
2.0	0.003342743805007632
3.0	0.011106417013013539
4.0	0.036639330495755754
5.0	0.037950598295160815
6.0	0.022666102307455773
7.0	0.027583862368274342
8.0	0.02166147843349704
9.0	0.025702967847751813
10.0	0.03509074981689517
11.0	0.03563816120372817
12.0	0.02256697482150035
13.0	0.019942850978892483
14.0	0.013329979104306368
15.0	0.014087813670846267
16.0	0.03764216352544058
17.0	0.016557540885857154
18.0	0.032194320220948106
19.0	0.023599951367078237
20.0	0.017254731072704237
21.0	0.01820120267477484
22.0	0.011357950440042217
23.0	0.011946953152094096
24.0	0.04569391611106938
25.0	0.033111801000188276
26.0	0.025166846903777202
27.0	0.015557963848215055
28.0	0.014542407102139908
29.0	0.02831051523180842
30.0	0.025713466520871357
31.0	0.0372561104232069
32.0	0.020375120394545983
33.0	0.03520013535775424
34.0	0.023400885584085814
35.0	0.05030415830438278
36.0	0.02316665639195639
37.0	0.04522464368989851
38.0	0.0405969559345273
39.0	0.03981131639644809
40.0	0.030918067686019755
41.0	0.013129907766546446
42.0	0.02317795257229333
43.0	0.01822361483857678
44.0	0.020758666655602255
45.0	0.01396028081482916
46.0	0.0336237912806627
47.0	0.013645428721829637
48.0	0.012848103619495944
49.0	0.02353037567838776
50.0	0.01277158177168079
51.0	0.020519179673252425
52.0	0.019957607093646003
53.0	0.011622754043356769
54.0	0.019799150977350716
55.0	0.0197540930555616
56.0	0.024467262647618473
57.0	0.022962323786500576
58.0	0.00749898097007066
59.0	0.025538394141842904
60.0	0.015005082352545947
61.0	0.024497726232482683
62.0	0.011016661400630685
63.0	0.025960549639411103
64.0	0.006074289059598891
65.0	0.00631578947368421
66.0	0.015440593646827927
67.0	0.01298802657707708
68.0	0.011326367624820427
69.0	0.015152982901199045
70.0	0.018241671141207897
71.0	0.03382409439850147
72.0	0.024929877328128278
73.0	0.02060362351432294
74.0	0.015630146988914705
75.0	0.0063794736493694385
76.0	0.03181904694342827
77.0	0.019548967194583086
78.0	0.009966809199903425
79.0	0.03093049000789989
80.0	0.012817376765216716
81.0	0.016308438254463983
82.0	0.01299457912076578
83.0	0.010173965673544746
84.0	0.014999900201637648
85.0	0.0176374531682261
86.0	0.009049692558846443
87.0	0.04538804863949637
88.0	0.021292375853408204
89.0	0.016251278576396234
90.0	0.036466037524336095
91.0	0.031670394329497725
92.0	0.011143444323480209
93.0	0.024165661646816217
94.0	0.03284274156576195
95.0	0.02474051099825764
96.0	0.021060080840444292
97.0	0.025510434225340883
98.0	0.029968666373094324
99.0	0.014490588522489148
